gene,log2FoldChange,t_statistic,p_value,p_adjusted,q_value,significant,significant_fdr
KCNK1,0.3346906129883713,1.3987164738051374,0.1752886457390156,1.0,0.610809183041459,False,False
KCNK10,-0.28600910857218853,-1.2425169193559293,0.2269781519291102,1.0,0.6614336925486228,False,False
KCNK12,0.13913494025677142,0.3834955027247853,0.7053327801773994,1.0,0.9206503159743928,False,False
KCNK13,0.55838226506686,1.1021917770384129,0.2833133506157038,1.0,0.7063701637774671,False,False
KCNK15,0.07150971992545374,0.20090192181862956,0.8441750375825722,1.0,0.9609018353944666,False,False
KCNK15-AS1,-0.6876131313345835,-1.2276492085209507,0.23520406226610358,1.0,0.6707014047365908,False,False
KCNK16,0.4364896462035359,0.9225125264931813,0.37144218981417376,1.0,0.7713447961235793,False,False
KCNK17,-0.15474092604293777,-0.5392368842674846,0.5949421863768963,1.0,0.881127756421043,False,False
KCNK2,-0.488468395994786,-0.8953056184692622,0.3818058972734814,1.0,0.7770925062818645,False,False
KCNK3,0.34260469316793785,1.1666348186367796,0.26315460514829475,1.0,0.6917088416472128,False,False
KCNK4,0.2165816043020099,0.9989667395758707,0.330866071795477,1.0,0.7444413020423598,False,False
KCNK5,-0.44112392093995556,-0.9704692492123892,0.3419095542384227,1.0,0.7532973452739503,False,False
KCNK6,0.3992591503132896,0.9586480202882008,0.3591744035295333,1.0,0.762481285479146,False,False
KCNK7,0.39231586457409007,1.3256062237513981,0.20275069227981754,1.0,0.6375039650719535,False,False
KCNK9,0.16524917132671035,0.41768118599882736,0.6801733561149179,1.0,0.9139000673329674,False,False
KCNMA1,-0.19423811485428732,-1.3126935802639963,0.2093606987627471,1.0,0.6447505933701773,False,False
KCNMA1-AS1,-0.001887254822685147,-0.0028742047945659725,0.9977432295999699,1.0,0.99943795024325,False,False
KCNMB1,-0.14844822786552747,-0.5703335554338943,0.5757505364762258,1.0,0.8722807379526964,False,False
KCNMB2,0.21655525239688256,0.8382568624545671,0.41611864525740894,1.0,0.7978026733103498,False,False
KCNMB2-AS1,-0.408732452315534,-0.8083212202052005,0.4307662744874286,1.0,0.8058787902609014,False,False
KCNMB3,-0.11964750587511253,-0.2742119612524904,0.7864618538914517,1.0,0.944392265890873,False,False
KCNMB4,0.24886853574768786,0.8917321282452384,0.3888557256493499,1.0,0.7817807879349635,False,False
KCNN1,0.3236846930624573,0.7905946873371863,0.4468942382908252,1.0,0.8129011980178348,False,False
KCNN2,0.24984737560288028,1.0098587081359185,0.32596833356396343,1.0,0.7410690806633948,False,False
KCNN3,-0.32830574649227984,-1.7098862194210815,0.10689600742957643,1.0,0.5290938042153841,False,False
KCNN4,-0.0642701281252922,-0.17083580096189047,0.866120324063978,1.0,0.9667646724821276,False,False
KCNQ1,0.24188687257155106,0.8062506974093377,0.4309883818985265,1.0,0.8058787902609014,False,False
KCNQ1-AS1,-0.5313831019328075,-1.2524271015774975,0.22678217094461964,1.0,0.6614244921100115,False,False
KCNQ1DN,0.07038192087392048,0.13568928776453465,0.8939556384256354,1.0,0.9747308167555914,False,False
KCNQ2,0.014669080460927297,0.05032107608545276,0.9603895350732425,1.0,0.9890234442660178,False,False
KCNQ3,-0.9253859102956401,-2.214508169356707,0.0425557667180128,1.0,0.38786820222940815,False,False
KCNQ4,-0.24807473828321402,-1.0338427290093526,0.31223540300422425,1.0,0.730737210415988,False,False
KCNQ5,0.15021392168041992,0.37085457104847075,0.7152394733676315,1.0,0.9247295412624568,False,False
KCNRG,0.03937250647090451,0.1641690311423887,0.8712950828290931,1.0,0.9686559611377469,False,False
KCNS1,-0.24680375939589272,-0.7736469399495243,0.44887742709115974,1.0,0.8145107140496617,False,False
KCNS2,0.16110111127650217,0.654263557897552,0.5196492690838291,1.0,0.8508232885240853,False,False
KCNS3,-0.4844344336800601,-1.4890236540634936,0.16225442827496714,1.0,0.6003634886683323,False,False
KCNT1,0.16955015297713105,0.5101263522955674,0.6184260212384514,1.0,0.890040811402299,False,False
KCNT2,-0.42802081838465345,-1.7454915482562743,0.09680595336088758,1.0,0.5161522609516169,False,False
KCNU1,0.673959874063353,1.0689208912931811,0.29765005014638446,1.0,0.7184328713957545,False,False
KCNV1,0.6379719012419391,1.60697433280616,0.12229614600867122,1.0,0.5467773129028516,False,False
KCNV2,0.030651363647127283,0.038082328194113356,0.9702015070807124,1.0,0.9911264739816197,False,False
KCP,-0.16340786083027004,-0.6357588929763788,0.5317339152327525,1.0,0.8536575547697707,False,False
KCTD1,0.13706520216788665,1.0327507503218596,0.32049096893799367,1.0,0.7365383168572965,False,False
KCTD10,-0.14423336421472044,-1.9148412437109466,0.06980433505653211,1.0,0.4624297557956227,False,False
KCTD11,1.141258755055504,2.5626457430588148,0.02283855255845345,1.0,0.31499500475950826,False,False
KCTD12,0.31420873786630743,1.6742826679581466,0.1173177993242912,1.0,0.5409748629868351,False,False
KCTD13,-0.05808170585948158,-0.5509817006377008,0.5889820488614931,1.0,0.8784151757855285,False,False
KCTD15,0.31863563192843536,1.8401365729363726,0.08401637379322582,1.0,0.49294485452132186,False,False
KCTD16,0.44008159376331424,2.241455710617084,0.03586692062012273,1.0,0.36283083864969445,False,False
KCTD17,0.3437631934065415,1.592623110239586,0.1274081902569914,1.0,0.5549970194264672,False,False
KCTD18,-0.014540849724940408,-0.14015456130922552,0.8898780227307663,1.0,0.9731739027215519,False,False
KCTD19,-0.2207238580727724,-0.37052216015752354,0.7164351816851846,1.0,0.9247600767375207,False,False
KCTD2,0.029343081616980626,0.15079804710921796,0.8824855517745445,1.0,0.97159340924402,False,False
KCTD20,-0.24659862392657494,-2.3660120961478177,0.02875948962452391,1.0,0.3384407536155119,False,False
KCTD21,-0.21944885562391914,-1.2952415758492963,0.20939687011374752,1.0,0.6447505933701773,False,False
KCTD3,-0.1709652776448154,-0.9632120698601433,0.35455684156526934,1.0,0.76027997565591,False,False
KCTD4,0.6235555459764308,2.132540591209049,0.05118276168538288,1.0,0.4167766592002915,False,False
KCTD5,-0.03136089072618109,-0.3092320014391306,0.7606583945248508,1.0,0.9392328999952378,False,False
KCTD6,-0.023195143661137507,-0.1263088139616338,0.9015047781014096,1.0,0.9750768386130986,False,False
KCTD7,-0.04228557633216656,-0.4000959783272131,0.6941887286004585,1.0,0.9185603777119683,False,False
KCTD9,-0.3752057185505331,-2.0045090261632605,0.06123857424144168,1.0,0.4437146980664604,False,False
KDELC1,0.31938502260565116,1.4266713245315175,0.17509145402349915,1.0,0.6107949754361147,False,False
KDELC2,0.1423919846113666,0.8961945258694496,0.3823754411383013,1.0,0.7770925062818645,False,False
KDELR1,-0.1013449416175991,-1.3474133233869767,0.19107867390315297,1.0,0.6266650201365725,False,False
KDELR2,0.10501700963714633,1.166856059823861,0.2658415394574872,1.0,0.6943994681846456,False,False
KDELR3,-0.2181045105286863,-0.9701074112632119,0.342173693380093,1.0,0.7533574183159003,False,False
KDF1,-0.12914082649400394,-0.25858800671150767,0.801137872570218,1.0,0.9482157321117877,False,False
KDM1A,-0.033088986235150664,-0.32498840814009905,0.7485390749428306,1.0,0.9352850318241228,False,False
KDM1B,0.10418150798352954,0.5026808348697209,0.6222997260640803,1.0,0.8913470370303557,False,False
KDM2A,0.3224799505506297,2.4714865746670895,0.02404638758433418,1.0,0.32164080595706146,False,False
KDM2B,0.3046375040747158,2.5653155351308343,0.0193804199895551,1.0,0.3032774068315433,False,False
KDM3A,0.06565262701828445,0.39947838409064795,0.6950387497131223,1.0,0.9189637329500299,False,False
KDM3B,0.2258989056184646,2.211347918548253,0.03861210098675041,1.0,0.3722158527181903,False,False
KDM4A,0.19529054767925924,0.9948257073670611,0.344447699119996,1.0,0.7545524823608469,False,False
KDM4B,0.18669960816180886,1.4343914062013619,0.17508433736645954,1.0,0.6107949754361147,False,False
KDM4C,0.2741702301658684,2.0222127565629138,0.05896960583957665,1.0,0.4374010054554247,False,False
KDM4D,0.3193843349910219,1.1051044757799362,0.2808700763451533,1.0,0.7034389117878327,False,False
KDM5A,0.12927115307507808,0.8513354980977842,0.4114893120971488,1.0,0.7963021548361342,False,False
KDM5B,0.05947790093859773,0.645577309748756,0.5300199526344419,1.0,0.8530651525326955,False,False
KDM5C,0.03496719044691421,0.2720693506705294,0.7896277194176365,1.0,0.9453128248272857,False,False
KDM5D,2.468900596740811,1.9543252470130534,0.07140280487288982,1.0,0.4661160697418627,False,False
KDM6A,0.0784840068298065,0.32510943836355977,0.750971217692087,1.0,0.9358487942507033,False,False
KDM6B,0.03474903283455433,0.11978608897428521,0.9073638268721133,1.0,0.9769416146373957,False,False
KDM7A,0.2991510201364793,2.2951950779417514,0.032451628205914136,1.0,0.35398844501240617,False,False
KDM8,0.3170166274338264,1.399430179526394,0.18405111946834754,1.0,0.6206222044949296,False,False
KDR,-0.5388911425051175,-2.2848233679478427,0.03397646649360749,1.0,0.3578051535008485,False,False
KDSR,0.3477896113543837,3.144799397710395,0.004811114756886198,1.0,0.19472531090036924,False,False
KEAP1,0.41206173007204594,3.102084295389152,0.005314820511145252,1.0,0.19652986532498967,False,False
KEL,-0.625703010839235,-0.9683646175194953,0.34687371037978576,1.0,0.7558455084855409,False,False
KERA,0.5360342616621465,0.6839501955789409,0.5035176878192461,1.0,0.8440289146604012,False,False
KHDC1,0.06657414783375604,0.3675539153188343,0.7168486621118064,1.0,0.9247600767375207,False,False
KHDC1L,0.04971939042577822,0.11037189887449535,0.9132661592405918,1.0,0.9775802765947516,False,False
KHDC3L,0.14810891828921902,0.23633674026349002,0.8161419527441639,1.0,0.952752506279074,False,False
KHDRBS1,-0.17690871676658304,-1.838914437395222,0.08371659464202495,1.0,0.49252128809856904,False,False
KHDRBS3,0.3390134562290026,2.6121345886344707,0.02016150648018054,1.0,0.3048708530398111,False,False
KHK,0.30374894582490697,1.5354335558556946,0.14279673654592764,1.0,0.5756757809551214,False,False
KHNYN,0.20422156537319225,1.7062819001752665,0.10197404107229388,1.0,0.5224849697151688,False,False
KHSRP,-0.05106063442733433,-0.37951801918967076,0.7100825161920788,1.0,0.9225022205369359,False,False
KIAA0040,0.027344086370859166,0.06260772893121382,0.9509474186041886,1.0,0.9875707418240713,False,False
KIAA0087,0.932153562181484,1.2415775324078642,0.23441578198373325,1.0,0.6695082503729595,False,False
KIAA0100,0.010377233643222183,0.06718553984057918,0.9473803993508257,1.0,0.9865535131916859,False,False
KIAA0101,0.2639054625292152,1.2259169918679325,0.2461214743514552,1.0,0.6796045645759019,False,False
KIAA0141,0.09942706904659371,1.1038897125690275,0.2825272420163217,1.0,0.7053920525511589,False,False
KIAA0196,-0.31265749658291053,-1.7851327279245566,0.09443269573683456,1.0,0.5132514603134427,False,False
KIAA0226L,0.05328220520881022,0.31590524721601615,0.756737651409471,1.0,0.9382077483979557,False,False
KIAA0232,-0.019790868295876507,-0.15506384227627867,0.8788063793313651,1.0,0.9704804318122108,False,False
KIAA0319,-0.9185847361096853,-2.627400007689425,0.015115180375531214,1.0,0.28153978186851586,False,False
KIAA0319L,-0.1500262514439994,-1.531894269240502,0.13925001516429358,1.0,0.5724512020459009,False,False
KIAA0355,0.12579855814259577,0.8790406664031107,0.39306200561937643,1.0,0.784642122298027,False,False
KIAA0368,-0.06334320277469807,-0.7682115154565916,0.4518813517623431,1.0,0.8162756069079148,False,False
KIAA0391,-0.15031943575936246,-2.0484430762764454,0.05406898115410893,1.0,0.424672338287586,False,False
KIAA0408,0.15070026989632002,0.4217411309951411,0.6792468031695613,1.0,0.9134771456651369,False,False
KIAA0430,0.1368049915309557,0.7618649959919777,0.46102336354249585,1.0,0.8204915723187443,False,False
KIAA0485,0.3259733179562847,1.242225737201289,0.2311654462066818,1.0,0.6658313217063626,False,False
KIAA0513,-0.25029597826594063,-0.8188153749189829,0.42496689584886754,1.0,0.8022266384333101,False,False
KIAA0556,0.0870676007292408,0.5494277950496407,0.591729747617794,1.0,0.8796528804926881,False,False
KIAA0586,-0.0811333393363487,-0.9020653988083353,0.3784714212731685,1.0,0.775409218990111,False,False
KIAA0753,0.03136128840375019,0.25692500220934267,0.8011566630886245,1.0,0.9482157321117877,False,False
KIAA0754,0.32848174988744727,0.8636775942311455,0.40174547696178475,1.0,0.7905095362756759,False,False
KIAA0825,0.6146761787164143,1.1644444657145423,0.2677512009194589,1.0,0.6957044668773829,False,False
KIAA0895,-0.15181141772148798,-0.6516275591281807,0.5215032747492546,1.0,0.8510241310840372,False,False
KIAA0895L,0.29307246986422353,2.6543286593383324,0.014454948206551842,1.0,0.27721066308836917,False,False
KIAA0907,0.3046579905994449,2.6855118543667635,0.018417292392631932,1.0,0.29931441200716696,False,False
KIAA0922,-0.052976839517977936,-0.16734174741064986,0.8687670546988057,1.0,0.9676754546811728,False,False
KIAA0930,0.3822721082392526,2.74203506995217,0.012238192926157817,1.0,0.26395970571020166,False,False
KIAA1024,0.15681752202907617,0.405928296988578,0.6895068625604297,1.0,0.9172630238164178,False,False
KIAA1033,0.12921795153806848,0.7279147233956549,0.48110767001257404,1.0,0.8303678174831428,False,False
KIAA1107,0.04277774998775552,0.19995318696288011,0.8435302697218575,1.0,0.9606560767302177,False,False
KIAA1109,0.05263811818177544,0.4169565716022433,0.6832733457369837,1.0,0.9154024353618971,False,False
KIAA1143,-0.057357060723319364,-0.5294694289197458,0.603810847495942,1.0,0.8841569770652871,False,False
KIAA1147,0.425859518441424,3.4913181687708548,0.0019714961251489816,1.0,0.15851559029947865,False,False
KIAA1161,0.10510598312166053,0.4886807847269813,0.6309019154299588,1.0,0.8947827892158315,False,False
KIAA1191,-0.13584128766789938,-1.3530181327644288,0.202771003941426,1.0,0.6375039650719535,False,False
KIAA1210,0.8284777863092794,1.1477413003048191,0.27168536633863305,1.0,0.6971937382325467,False,False
KIAA1211,0.017819265500156334,0.09463100570933784,0.9260711569816593,1.0,0.9804407930721857,False,False
KIAA1211L,-0.3024649074091652,-1.8565930999146372,0.0762507998671207,1.0,0.47866188534978815,False,False
KIAA1217,0.047731311638302465,0.23763185289480984,0.8161930642861067,1.0,0.952752506279074,False,False
KIAA1257,-0.27175325922226623,-1.0854734191044157,0.2931380248504701,1.0,0.7153809949813987,False,False
KIAA1324,-0.06268742130425764,-0.20005501554990926,0.845535929392393,1.0,0.9613858215670381,False,False
KIAA1324L,-0.20251475478999037,-1.1037509708451456,0.28885349724206616,1.0,0.7121772369821708,False,False
KIAA1328,-0.15964341402110538,-0.8416532485609117,0.415303161547806,1.0,0.797083930160138,False,False
KIAA1429,0.006379345251900759,0.054308645534665405,0.957613778481639,1.0,0.988297481200756,False,False
KIAA1456,0.24941963821892643,0.5413540742348634,0.5977609429328234,1.0,0.8821997203461436,False,False
KIAA1462,0.09004165199897507,0.4328696057660992,0.6714788387871969,1.0,0.9101038965618566,False,False
KIAA1468,-0.1338457536940636,-1.4898256418989309,0.15021004036667868,1.0,0.5865446210840384,False,False
KIAA1522,0.4455065058346186,1.092200462064868,0.28956736297430147,1.0,0.7124000320499899,False,False
KIAA1524,0.004733158783832625,0.020696685560654043,0.9838005068474958,1.0,0.9959269913388474,False,False
KIAA1549,0.2180699127618828,1.8895349573779074,0.07149142625215935,1.0,0.4661160697418627,False,False
KIAA1549L,-0.029143629429518647,-0.12238492939874354,0.9036854988318643,1.0,0.9761157898825085,False,False
KIAA1551,0.47996344820978454,2.1432770699303987,0.05781419078217909,1.0,0.4347700600989958,False,False
KIAA1586,-0.2862157745817129,-1.5107993067537528,0.1471794458851341,1.0,0.5822386727525694,False,False
KIAA1614-AS1,0.03444975399273531,0.11463311968577146,0.9098907019334501,1.0,0.9769667157604414,False,False
KIAA1644,-0.4977097684828342,-1.1952562229488108,0.24452752692685797,1.0,0.6774436041418019,False,False
KIAA1652,0.007052898820430364,0.036318476136476915,0.97150247600801,1.0,0.9913206698781616,False,False
KIAA1654,-0.38992613955580113,-0.7489776258535031,0.4643006406988124,1.0,0.8224636344871532,False,False
KIAA1656,-0.2484322359222646,-0.6445853069513767,0.5312292369435007,1.0,0.8533794422073824,False,False
KIAA1661,0.6085276708540217,1.0309922825668485,0.3213996460300594,1.0,0.7376324046586912,False,False
KIAA1671,-0.07925184517141037,-0.4404527611630576,0.6651907152194736,1.0,0.9072454128730008,False,False
KIAA1683,-0.7780435193800299,-2.394254335422386,0.02667322986635329,1.0,0.3329782329894558,False,False
KIAA1755,0.17232214196352125,0.6282617358024587,0.5395267895917364,1.0,0.8568432421251785,False,False
KIAA1804,0.026743570771630587,0.09831771903934446,0.9225929376886183,1.0,0.9794272456216084,False,False
KIAA1841,0.12750411525821637,0.7624529637203875,0.4551374877648308,1.0,0.8180620865775677,False,False
KIAA1958,0.49895220492996284,4.26309632039665,0.0006936080864360266,1.0,0.10931656515574835,False,False
KIAA2012,0.06990286841146132,0.13249173927783994,0.8963033353765879,1.0,0.9747613613611679,False,False
KIAA2013,-0.18904524161962488,-1.5074228221118893,0.14785711002553695,1.0,0.5829296684058696,False,False
KIAA2022,-0.15562387508265907,-0.6963904933599583,0.49446130545947853,1.0,0.8389853687608249,False,False
KIAA2026,0.02892483551963121,0.4041413370696242,0.6901086399080277,1.0,0.9176508920594987,False,False
KIDINS220,0.013437987369204762,0.14316300818933372,0.8881625709700391,1.0,0.9727836331833443,False,False
KIF11,-0.20471088592124742,-0.2810349945690348,0.7822839242327121,1.0,0.9435957578641723,False,False
KIF12,0.28004924460568237,0.5946587481559933,0.5624292549423134,1.0,0.8652665789485283,False,False
KIF13A,0.07925940957529143,0.6874660340435115,0.5045698552100081,1.0,0.8440289146604012,False,False
KIF13B,-0.0957450644003277,-0.5409861043577161,0.5943958903289673,1.0,0.8809216536832025,False,False
KIF14,0.5218722657971049,1.230222345988772,0.2435648277650151,1.0,0.676849570654213,False,False
KIF15,0.36229427751129073,0.5720671240520995,0.5752726979774636,1.0,0.8721853995901095,False,False
KIF16B,-0.09495719923643442,-0.7108635347781069,0.48628312868400886,1.0,0.8334691647403402,False,False
KIF17,0.43951892870723963,0.8056181199735134,0.43214478742658724,1.0,0.806560294404838,False,False
KIF18A,0.06788358571670194,0.11377587456968744,0.9108925385665949,1.0,0.9770884681273235,False,False
KIF18B,0.10377325494612055,0.3274625327013038,0.7462814027497553,1.0,0.9346923771011617,False,False
KIF19,0.1748614501182688,0.46165917753547314,0.6508146439079096,1.0,0.9014569708796535,False,False
KIF1A,0.0720459794696815,0.2608418620845981,0.7981683074390672,1.0,0.9473265870549962,False,False
KIF1B,0.04911250301408465,0.6891364357120546,0.5007016773447672,1.0,0.8434038262991596,False,False
KIF1BP,-0.08360752316391462,-0.5113917065517585,0.6158145453676004,1.0,0.8895059356400669,False,False
KIF1C,0.40165533204745696,2.3153656082717937,0.03001812699214434,1.0,0.34359566495760735,False,False
KIF20A,-0.295717732768218,-0.5484258570572621,0.5949384833736838,1.0,0.881127756421043,False,False
KIF20B,0.09148457985559855,0.4935804463868206,0.6284679981021913,1.0,0.8942504778919262,False,False
KIF21A,-0.28279529668755643,-1.1634142812550095,0.266280555789888,1.0,0.6947075891870332,False,False
KIF21B,-0.36543422153136706,-0.9506443367280416,0.3580264025103474,1.0,0.7624480255147275,False,False
KIF22,-0.4048118207469775,-2.890549613272808,0.009654871196354258,1.0,0.2438972169503471,False,False
KIF23,0.35620617677783706,0.5907672347202236,0.564215029238541,1.0,0.8659409450171643,False,False
KIF24,-0.20246872326534593,-0.3038767941965257,0.7658050261341682,1.0,0.9401304018653602,False,False
KIF25,-0.170686850799167,-0.6472497095862431,0.5239015002512812,1.0,0.8513644486080594,False,False
KIF25-AS1,0.3932128630835039,1.3231416886305782,0.20211941763215888,1.0,0.6370125791750608,False,False
KIF26A,-0.07673749299227328,-0.36237728718529244,0.7226513679998302,1.0,0.9262037163719633,False,False
KIF26B,-0.7296872123594911,-3.8087718636002323,0.0029682695815410466,1.0,0.17563656487806567,False,False
KIF27,-1.4852114678434414,-2.785467877280733,0.016226730603086395,1.0,0.288034419184303,False,False
KIF2A,-0.35536906983885785,-2.5865565253297786,0.019093013721053098,1.0,0.30173215585990115,False,False
KIF2B,0.4463377973432041,0.7295299306082308,0.4781810685470952,1.0,0.8286012650848726,False,False
KIF2C,-0.2510760351345498,-1.7560306598681805,0.09475719915802253,1.0,0.513493443064587,False,False
KIF3A,-0.38998961958015244,-1.7223292296359918,0.10756685480794595,1.0,0.5297569988715287,False,False
KIF3B,0.00634307440356352,0.06616219045022377,0.9479494422809963,1.0,0.9869391607022019,False,False
KIF3C,-0.3187469818993822,-1.050531773749679,0.3133102164506017,1.0,0.7312817427078929,False,False
KIF4A,-0.43060875338386184,-1.0642047070570124,0.298663854054767,1.0,0.7193623169546234,False,False
KIF5A,-0.323161584497492,-1.0248846159119842,0.3237230061653761,1.0,0.738824930702707,False,False
KIF5B,0.12879127881723917,0.9451589745566437,0.35466294670444753,1.0,0.7602897076392974,False,False
KIF5C,0.12260603768064016,0.9577603543182673,0.34905410365323575,1.0,0.7572314915767058,False,False
KIF6,0.03302852429844361,0.1778138873080895,0.8615135673727659,1.0,0.9655480082323188,False,False
KIF7,0.30468695621785,0.8278266109552479,0.41822117139508624,1.0,0.7990261124556741,False,False
KIF9,-0.10486480023636702,-0.6974158168564675,0.5003635729408898,1.0,0.8434038262991596,False,False
KIF9-AS1,0.1022779145042172,0.31917679045674574,0.7549326180817681,1.0,0.937280325635573,False,False
KIFAP3,-0.5560694997607385,-1.726414329470898,0.10599880465807664,1.0,0.5282281294159024,False,False
KIFC1,0.11590265154721324,0.3153545780457348,0.7563978716353525,1.0,0.9380543499189872,False,False
KIFC2,0.14008860938854895,0.7458626367781047,0.46716091504758156,1.0,0.8236665993329803,False,False
KIFC3,0.009402725339279883,0.05847167197481682,0.9541619117242487,1.0,0.9875707418240713,False,False
KIN,-0.17208395960617384,-1.2563074369633114,0.23370009916426676,1.0,0.6684844016066216,False,False
KIR2DL1,0.3284429742599482,1.0775332620458815,0.2933438809041828,1.0,0.7153809949813987,False,False
KIR2DL2,-0.12053624079952252,-0.2589760500589535,0.799401268701022,1.0,0.9475430102186921,False,False
KIR2DL3,0.8940109291613969,2.1864275145392327,0.04642570468513624,1.0,0.40125991941056677,False,False
KIR2DL4,0.14471145940779406,0.5467918519860528,0.5899378057909267,1.0,0.8787495995092035,False,False
KIR2DL5A,0.23444684429575835,0.7500513381711816,0.46208324342353463,1.0,0.8211858563392704,False,False
KIR2DS1,0.07099920460938147,0.13942906980772113,0.891536947785249,1.0,0.9735351033494192,False,False
KIR2DS2,0.3703958132902101,1.0117431143307591,0.3237142273463871,1.0,0.738824930702707,False,False
KIR2DS3,0.39061875635753385,0.9687233683659086,0.3431379157731282,1.0,0.7535080936191422,False,False
KIR2DS4,0.5514023571913254,1.3923275005808966,0.18068423496852223,1.0,0.6170001093607003,False,False
KIR2DS5,-0.44570112710149923,-2.12625665762886,0.04513247600083071,1.0,0.3970572333600972,False,False
KIR3DL1,0.5369804977534178,0.9065487129272823,0.379390230955979,1.0,0.7756229224908275,False,False
KIR3DL2,0.35430666570148217,1.219907051672964,0.23981691806029914,1.0,0.6734110913653435,False,False
KIR3DL3,-0.0961300482894325,-0.33820324357248993,0.7406922691977539,1.0,0.9330212644780108,False,False
KIR3DS1,-0.6046363307717799,-1.4349112395342194,0.17625443880331323,1.0,0.611520069574579,False,False
KIR3DX1,-0.07840557714874219,-0.4121051141796248,0.6852832661981945,1.0,0.9160113703633042,False,False
KIRREL,0.07563199861383918,0.46886373874438203,0.6443129990527947,1.0,0.899242451283742,False,False
KIRREL2,0.5602717927713752,1.2934544356497402,0.21230751773918782,1.0,0.6463669417224326,False,False
KIRREL3,0.006701888362843356,0.03416276314467825,0.9731541695482245,1.0,0.99221727101962,False,False
KIRREL3-AS2,0.511340770231929,0.85111917399336,0.41452602483445455,1.0,0.7969698192752417,False,False
KIRREL3-AS3,0.30031593384406685,0.7464961968900349,0.4638491706107761,1.0,0.8222103336015456,False,False
KISS1,-0.2760056451099637,-0.447488998711201,0.6618210552654183,1.0,0.9054939994174681,False,False
KISS1R,0.5835202644755189,0.7629674665154155,0.4581784633930767,1.0,0.8191892819799295,False,False
KIT,0.7609529670672774,1.841290729782854,0.08412919461981194,1.0,0.49294485452132186,False,False
KITLG,0.18552696000344593,0.6365688571895484,0.5309108191941282,1.0,0.8531853397944614,False,False
KIZ,0.32743417166354494,2.346212192222393,0.030421828005927125,1.0,0.345050921724489,False,False
KIZ-AS1,-0.0140864994949772,-0.026574897566563952,0.9790935852533962,1.0,0.9941184523226945,False,False
KL,-0.015712972088876676,-0.04702266281978177,0.9629082368814876,1.0,0.989839321162634,False,False
KLB,-0.10555914739385441,-0.3026450273603335,0.7651254726313798,1.0,0.9401304018653602,False,False
KLC1,-0.23524059803097686,-1.1010146605970175,0.2943097557199237,1.0,0.7157607042567774,False,False
KLC2,-0.12006541622709399,-0.6775346258278611,0.509460958363561,1.0,0.8456038362957111,False,False
KLC3,-0.07454940834951262,-0.3305186710896582,0.7441153478391105,1.0,0.9340121729409026,False,False
KLC4,0.21659309818720196,1.5047284842603552,0.15305197689715447,1.0,0.5897547130992772,False,False
KLF1,-0.17064023132985184,-0.3761193536612276,0.7129230520462425,1.0,0.9236599747476653,False,False
KLF10,0.23824706608486412,0.4929327735893832,0.6326255686820984,1.0,0.8955482699077693,False,False
KLF11,-0.04939000444734898,-0.18973950277789248,0.8523978040326219,1.0,0.9631345405581735,False,False
KLF12,0.11640382783549796,0.7327158968480648,0.47610055512904786,1.0,0.8271294806007438,False,False
KLF13,0.1841759187159573,1.1793429473467751,0.26084330241957127,1.0,0.6898928866009333,False,False
KLF14,0.007024341433501835,0.017779942276679863,0.9860441622733594,1.0,0.9965331816493571,False,False
KLF15,0.5294947339341309,2.1676428655946087,0.04608871396272349,1.0,0.4005363856752459,False,False
KLF16,-0.14538053948548502,-0.4290543535098167,0.6742488856492751,1.0,0.9112201382450249,False,False
KLF17,-0.07930436272248187,-0.15299068668374657,0.8804522860232715,1.0,0.9708812250357699,False,False
KLF2,-0.3139003411943113,-1.2739217421389943,0.22066530442685284,1.0,0.6550132342689198,False,False
KLF3,-2.575138748994732e-05,-0.00019906301880646512,0.9998442304140053,1.0,0.9999223186720766,False,False
KLF3-AS1,-0.3122939878928639,-1.925538236625875,0.06695202334845812,1.0,0.45522962803084743,False,False
KLF4,-0.13720719122784253,-0.3428024485554599,0.7356624665933513,1.0,0.9312935958526404,False,False
KLF5,-0.45677357970113874,-1.897720457094715,0.0753517527556199,1.0,0.47608009329794887,False,False
KLF6,0.026326097536028215,0.0936870530984148,0.9268926977677865,1.0,0.9804836714079386,False,False
KLF7,0.01957877811023767,0.21251987991729268,0.8345331157934358,1.0,0.9577036216503515,False,False
KLF8,-0.28039677116205075,-0.9100869701498548,0.373955419294502,1.0,0.7736470344810207,False,False
KLF9,0.1749529313990612,0.7654994722150354,0.4614140050579353,1.0,0.8207715299157001,False,False
KLHDC1,-0.010381179167436194,-0.05753647154439503,0.9548531725684795,1.0,0.987595024811477,False,False
KLHDC10,-0.3657851833887982,-2.423582815369312,0.034089522768111793,1.0,0.3580306965519782,False,False
KLHDC2,0.18110256506658118,1.7042030806397024,0.10181774646540519,1.0,0.5224849697151688,False,False
KLHDC3,-0.07101857563679381,-0.39017345514154333,0.7015292964755682,1.0,0.9201925721207093,False,False
KLHDC4,0.1426572747130619,1.227843990783139,0.23736934110158867,1.0,0.6726342547936808,False,False
KLHDC7A,-0.011353684257238594,-0.032165969999917915,0.9746405966613142,1.0,0.9927217063389502,False,False
KLHDC7B,0.34451574100924587,1.2783735787483215,0.22475324483941542,1.0,0.6588128803968227,False,False
KLHDC8A,-0.11388361880921671,-0.30993294910975083,0.7594056241089235,1.0,0.9390524241318994,False,False
